"Species","type","seasonality","PresencePoints","area_km2","class"
"Macrophyllum_macrophyllum","mammals",NA,4334,13065023.5040367,"superlarge"
"Makalata_didelphoides","mammals",NA,1180,3606766.7719255,"large"
"Makalata_macrura","mammals",NA,800,2446662.52595776,"medium"
"Marmosa_constantiae","mammals",NA,445,1305428.86558727,"medium"
"Marmosa_demerarae","mammals",NA,2574,7840272.00771332,"superlarge"
"Marmosa_lepida","mammals",NA,1363,4170588.19953784,"large"
"Marmosa_murina","mammals",NA,2103,6416179.63851023,"large"
"Marmosa_regina","mammals",NA,442,1347121.06286565,"medium"
"Marmosa_rubra","mammals",NA,147,449720.287310577,"supersmall"
"Marmosops_bishopi","mammals",NA,734,2210693.35862176,"medium"
"Marmosops_impavidus","mammals",NA,355,1083138.32405001,"small"
"Marmosops_neblina","mammals",NA,281,861787.757618673,"small"
"Marmosops_noctivagus","mammals",NA,685,2089288.66153036,"medium"
"Marmosops_ocellatus","mammals",NA,66,194874.262038321,"supersmall"
"Marmosops_parvidens","mammals",NA,476,1462577.2111825,"medium"
"Mazama_americana","mammals",NA,3640,10965021.1678668,"superlarge"
"Mazama_chunyi","mammals",NA,50,149158.271862034,"supersmall"
"Mazama_nemorivaga","mammals",NA,2511,7664308.14903593,"superlarge"
"Mesomys_hispidus","mammals",NA,1612,4930752.39232131,"large"
"Mesomys_stimulax","mammals",NA,143,438997.325101262,"supersmall"
"Mesophylla_macconnelli","mammals",NA,2890,8807982.92785193,"superlarge"
"Metachirus_nudicaudatus","mammals",NA,3430,10355020.4111163,"superlarge"
"Mico_melanurus","mammals",NA,262,776813.076825979,"small"
"Micronycteris_brosseti","mammals",NA,172,528388.881663959,"small"
"Micronycteris_hirsuta","mammals",NA,2136,6519983.17382809,"large"
"Micronycteris_megalotis","mammals",NA,3993,12092202.1438131,"superlarge"
"Micronycteris_microtis","mammals",NA,1459,4439322.03200679,"large"
"Micronycteris_minuta","mammals",NA,4003,12104060.5705148,"superlarge"
"Micronycteris_schmidtorum","mammals",NA,2135,6502818.22134793,"large"
"Microryzomys_altissimus","mammals",NA,64,194954.860045946,"supersmall"
"Microryzomys_minutus","mammals",NA,206,625825.725509893,"small"
"Microsciurus_flaviventer","mammals",NA,842,2574424.72406821,"medium"
"Molossops_mattogrossensis","mammals",NA,2203,6706529.37037768,"large"
"Molossops_neglectus","mammals",NA,1289,3881954.7141465,"large"
"Molossops_temminckii","mammals",NA,3905,11584066.999373,"superlarge"
"Molossus_coibensis","mammals",NA,2222,6793027.60217801,"large"
"Molossus_currentium","mammals",NA,364,1051456.58018639,"small"
"Molossus_molossus","mammals",NA,5298,15772044.2777503,"superlarge"
"Molossus_rufus","mammals",NA,4958,14826687.0723538,"superlarge"
"Monodelphis_adusta","mammals",NA,355,1081134.77893594,"small"
"Monodelphis_brevicaudata","mammals",NA,594,1824715.79887595,"medium"
"Monodelphis_emiliae","mammals",NA,373,1141195.35535717,"small"
"Monodelphis_glirina","mammals",NA,537,1634498.66128106,"medium"
"Monodelphis_kunsi","mammals",NA,410,1201787.67131446,"medium"
"Monodelphis_peruviana","mammals",NA,201,606148.926893896,"small"
"Mustela_africana","mammals",NA,1706,5223990.86313065,"large"
"Myoprocta_acouchy","mammals",NA,324,995777.229767389,"small"
"Myoprocta_pratti","mammals",NA,756,2321882.45940161,"medium"
"Myotis_albescens","mammals",NA,4896,14616510.6868182,"superlarge"
"Myotis_nigricans","mammals",NA,4800,14395814.2123225,"superlarge"
"Myotis_oxyotus","mammals",NA,858,2605329.38953987,"medium"
"Myotis_riparius","mammals",NA,4719,14133077.6116423,"superlarge"
"Myotis_simus","mammals",NA,651,1976963.93768623,"medium"
"Myrmecophaga_tridactyla","mammals",NA,3996,12019212.0468663,"superlarge"
"Nasua_nasua","mammals",NA,3552,10637477.4701836,"superlarge"
"Nasuella_olivacea","mammals",NA,79,242496.182476273,"supersmall"
"Neacomys_minutus","mammals",NA,60,183747.453407966,"supersmall"
"Neacomys_paracou","mammals",NA,313,961448.701205178,"small"
"Neacomys_spinosus","mammals",NA,1022,3086617.86676754,"large"
"Necromys_amoenus","mammals",NA,54,159508.329929701,"supersmall"
"Necromys_lactens","mammals",NA,54,154715.400316459,"supersmall"
"Necromys_lenguarum","mammals",NA,201,590369.323120467,"small"
"Necromys_punctulatus","mammals",NA,51,156834.153818615,"supersmall"
"Nectomys_apicalis","mammals",NA,352,1073490.05281975,"small"
"Nectomys_rattus","mammals",NA,2332,7121466.62551773,"large"
"Nephelomys_albigularis","mammals",NA,124,379980.723079549,"supersmall"
"Nephelomys_levipes","mammals",NA,51,151537.482291439,"supersmall"
"Neusticomys_ferreirai","mammals",NA,89,270775.551563611,"supersmall"
"Neusticomys_oyapocki","mammals",NA,134,412016.944276027,"supersmall"
"Noctilio_albiventris","mammals",NA,4271,12869157.6076879,"superlarge"
"Noctilio_leporinus","mammals",NA,4888,14640772.4943827,"superlarge"
"Nyctinomops_laticaudatus","mammals",NA,4379,13109520.0475594,"superlarge"
"Nyctinomops_macrotis","mammals",NA,5350,15780378.8837614,"superlarge"
"Oecomys_auyantepui","mammals",NA,352,1081768.0887234,"small"
"Oecomys_bicolor","mammals",NA,2831,8601867.0737097,"superlarge"
"Oecomys_concolor","mammals",NA,1606,4905343.45985879,"large"
"Oecomys_mamorae","mammals",NA,216,633681.662211646,"small"
"Oecomys_paricola","mammals",NA,913,2771916.55955468,"medium"
"Oecomys_roberti","mammals",NA,1227,3727294.08663034,"large"
"Oecomys_rutilus","mammals",NA,386,1186501.87860547,"small"
"Oecomys_superans","mammals",NA,507,1550373.97745793,"medium"
"Oligoryzomys_andinus","mammals",NA,86,256486.580622056,"supersmall"
"Oligoryzomys_destructor","mammals",NA,222,660174.480315837,"small"
"Oligoryzomys_microtis","mammals",NA,896,2711475.01993303,"medium"
"Oxymycterus_amazonicus","mammals",NA,254,777141.979669913,"small"
"Oxymycterus_inca","mammals",NA,115,342852.508743709,"supersmall"
"Oxymycterus_paramensis","mammals",NA,100,291969.240918661,"supersmall"
"Ozotoceros_bezoarticus","mammals",NA,154,450559.760130976,"small"
"Panthera_onca","mammals",NA,2967,8989707.76620715,"superlarge"
"Pattonomys_occasius","mammals",NA,61,187442.252462653,"supersmall"
"Pecari_tajacu","mammals",NA,5181,15389646.1486223,"superlarge"
"Peropteryx_kappleri","mammals",NA,2392,7293832.66916525,"large"
"Peropteryx_leucoptera","mammals",NA,1663,5098172.65765835,"large"
"Peropteryx_macrotis","mammals",NA,4209,12710315.3534805,"superlarge"
"Peropteryx_pallidoptera","mammals",NA,143,439532.981399018,"supersmall"
"Philander_andersoni","mammals",NA,440,1351115.94434961,"medium"
"Philander_mcilhennyi","mammals",NA,145,442387.506747353,"supersmall"
"Philander_opossum","mammals",NA,1950,5902848.20802861,"large"
"Phylloderma_stenops","mammals",NA,3619,10977675.6526262,"superlarge"
"Phyllostomus_discolor","mammals",NA,4137,12520851.5000374,"superlarge"
"Phyllostomus_elongatus","mammals",NA,3494,10599040.2537304,"superlarge"
"Phyllostomus_hastatus","mammals",NA,4179,12644713.5674144,"superlarge"
"Phyllostomus_latifolius","mammals",NA,497,1528093.41623593,"medium"
"Pithecia_hirsuta","mammals",NA,56,172188.468808854,"supersmall"
"Pithecia_irrorata","mammals",NA,396,1205703.43272724,"small"
"Pithecia_mittermeieri","mammals",NA,273,827073.566174068,"small"
"Pithecia_monachus","mammals",NA,62,190148.671526237,"supersmall"
"Pithecia_pissinattii","mammals",NA,50,152990.863538661,"supersmall"
"Pithecia_pithecia","mammals",NA,288,884146.714593844,"small"
"Platyrrhinus_albericoi","mammals",NA,199,601569.945878562,"small"
"Platyrrhinus_brachycephalus","mammals",NA,2008,6131259.31723602,"large"
"Platyrrhinus_fusciventris","mammals",NA,744,2285264.45692868,"medium"
"Platyrrhinus_helleri","mammals",NA,3301,10028772.0481412,"superlarge"
"Platyrrhinus_incarum","mammals",NA,881,2665486.27444989,"medium"
"Platyrrhinus_infuscus","mammals",NA,487,1476220.60865424,"medium"
"Platyrrhinus_masu","mammals",NA,57,171292.923929012,"supersmall"
"Platyrrhinus_nigellus","mammals",NA,209,630182.653776069,"small"
"Plecturocebus_brunneus","mammals",NA,60,181331.601087483,"supersmall"
"Plecturocebus_cinerascens","mammals",NA,70,213091.073386269,"supersmall"
"Plecturocebus_cupreus","mammals",NA,250,764151.038355559,"small"
"Plecturocebus_discolor","mammals",NA,115,352452.353884901,"supersmall"
"Plecturocebus_donacophilus","mammals",NA,53,157930.135300191,"supersmall"
"Plecturocebus_moloch","mammals",NA,310,945068.321760249,"small"
"Plecturocebus_toppini","mammals",NA,94,284763.154214178,"supersmall"
"Plecturocebus_vieirai","mammals",NA,71,215339.327333938,"supersmall"
"Potos_flavus","mammals",NA,4205,12715016.4220696,"superlarge"
"Priodontes_maximus","mammals",NA,3175,9593974.70426888,"superlarge"
"Procyon_cancrivorus","mammals",NA,4286,12775395.4342918,"superlarge"
"Proechimys_brevicauda","mammals",NA,481,1463079.67011111,"medium"
"Proechimys_cuvieri","mammals",NA,1142,3507260.39144567,"large"
"Proechimys_echinothrix","mammals",NA,93,285665.540373453,"supersmall"
"Proechimys_gardneri","mammals",NA,229,699066.105833069,"small"
"Proechimys_goeldii","mammals",NA,336,1026515.71385602,"small"
"Proechimys_guyannensis","mammals",NA,487,1495063.33935219,"medium"
"Proechimys_pattoni","mammals",NA,54,163339.084974308,"supersmall"
"Proechimys_quadruplicatus","mammals",NA,483,1485163.48900916,"medium"
"Proechimys_roberti","mammals",NA,561,1705533.17808746,"medium"
"Proechimys_simonsi","mammals",NA,635,1931775.07526656,"medium"
"Proechimys_steerei","mammals",NA,550,1679094.50260588,"medium"
"Promops_centralis","mammals",NA,1565,4707080.56572707,"large"
"Promops_nasutus","mammals",NA,2690,8032016.22611351,"superlarge"
"Pteronotus_gymnonotus","mammals",NA,1056,3197850.31703047,"large"
"Pteronotus_rubiginosus","mammals",NA,1473,4498784.31239968,"large"
"Pteronura_brasiliensis","mammals",NA,2172,6609549.78813016,"large"
"Rhinophylla_fischerae","mammals",NA,1493,4572146.07814507,"large"
"Rhinophylla_pumilio","mammals",NA,2735,8346973.78676446,"superlarge"
"Rhipidomys_emiliae","mammals",NA,227,693874.715411149,"small"
"Rhipidomys_leucodactylus","mammals",NA,1437,4397946.0231573,"large"
"Rhipidomys_nitela","mammals",NA,470,1442954.31495255,"medium"
"Rhogeessa_io","mammals",NA,1516,4584519.1411991,"large"
"Rhynchonycteris_naso","mammals",NA,3798,11531708.3019735,"superlarge"
"Saccopteryx_bilineata","mammals",NA,4184,12654930.3442164,"superlarge"
"Saccopteryx_canescens","mammals",NA,2085,6386894.69268805,"large"
"Saccopteryx_gymnura","mammals",NA,255,783787.558861103,"small"
"Saccopteryx_leptura","mammals",NA,4066,12292763.4896361,"superlarge"
"Saguinus_imperator","mammals",NA,75,227358.894833394,"supersmall"
"Saguinus_inustus","mammals",NA,124,381432.316721107,"supersmall"
"Saguinus_labiatus","mammals",NA,95,289943.386331641,"supersmall"
"Saguinus_midas","mammals",NA,285,876033.708984151,"small"
"Saguinus_mystax","mammals",NA,188,575700.819754997,"small"
"Saguinus_niger","mammals",NA,95,291329.766806178,"supersmall"
"Saimiri_boliviensis","mammals",NA,452,1367413.49851027,"medium"
"Saimiri_cassiquiarensis","mammals",NA,597,1833995.45495096,"medium"
"Saimiri_collinsi","mammals",NA,298,913774.538355389,"small"
"Saimiri_sciureus","mammals",NA,314,965268.89288812,"small"
"Saimiri_ustus","mammals",NA,283,860788.253056997,"small"
"Sapajus_apella","mammals",NA,1960,5987201.79081868,"large"
"Sciurillus_pusillus","mammals",NA,392,1199716.66270158,"small"
"Sciurus_aestuans","mammals",NA,2328,6951956.94579821,"large"
"Sciurus_gilvigularis","mammals",NA,429,1318114.83597168,"medium"
"Sciurus_ignitus","mammals",NA,696,2073827.75959252,"medium"
"Sciurus_igniventris","mammals",NA,882,2702960.94941753,"medium"
"Sciurus_spadiceus","mammals",NA,1070,3253719.22677662,"large"
"Scleronycteris_ega","mammals",NA,315,968828.058162035,"small"
"Scolomys_ucayalensis","mammals",NA,62,190259.903980546,"supersmall"
"Sotalia_fluviatilis","mammals",NA,251,770432.268037911,"small"
"Speothos_venaticus","mammals",NA,3771,11368590.5295652,"superlarge"
"Sphaeronycteris_toxophyllum","mammals",NA,1238,3784145.56613695,"large"
"Sturnira_bidens","mammals",NA,226,691074.909726146,"small"
"Sturnira_erythromos","mammals",NA,849,2554574.27296146,"medium"
"Sturnira_magna","mammals",NA,517,1571947.27602514,"medium"
"Sturnira_oporaphilum","mammals",NA,343,1018680.72461505,"small"
"Sturnira_tildae","mammals",NA,3524,10671573.2353464,"superlarge"
"Tamandua_tetradactyla","mammals",NA,4266,12749699.3755607,"superlarge"
"Tapirus_terrestris","mammals",NA,3753,11281436.9756505,"superlarge"
"Tayassu_pecari","mammals",NA,3766,11309706.9189278,"superlarge"
"Thomasomys_aureus","mammals",NA,179,543238.930970505,"small"
"Thomasomys_notatus","mammals",NA,59,178586.771038092,"supersmall"
"Thomasomys_oreas","mammals",NA,69,207122.487551478,"supersmall"
"Thomasomys_taczanowskii","mammals",NA,51,156360.407913923,"supersmall"
"Thylamys_venustus","mammals",NA,99,284615.276160014,"supersmall"
"Thyroptera_discifera","mammals",NA,1860,5686889.02312635,"large"
"Thyroptera_tricolor","mammals",NA,2813,8541127.41815604,"superlarge"
"Tonatia_saurophila","mammals",NA,2127,6500442.3186307,"large"
"Toromys_grandis","mammals",NA,59,181422.042075748,"supersmall"
"Trachops_cirrhosus","mammals",NA,4191,12664001.5233976,"superlarge"
"Trichechus_inunguis","mammals",NA,80,245669.132195722,"supersmall"
"Trinycteris_nicefori","mammals",NA,1397,4269704.13387879,"large"
"Uroderma_bilobatum","mammals",NA,3540,10727076.2833552,"superlarge"
"Uroderma_magnirostrum","mammals",NA,3563,10828133.4628971,"superlarge"
"Vampyressa_melissa","mammals",NA,146,445967.42135112,"supersmall"
"Vampyressa_thyone","mammals",NA,1491,4537888.94826279,"large"
"Vampyriscus_bidens","mammals",NA,2202,6729504.26367974,"large"
"Vampyriscus_brocki","mammals",NA,303,931185.733203923,"small"
"Vampyrodes_caraccioli","mammals",NA,2403,7336981.14435103,"large"
"Vampyrum_spectrum","mammals",NA,1735,5257482.09476392,"large"
"Alopoglossus_angulatus","reptiles",NA,1449,4432247.96251047,"large"
"Alopoglossus_atriventris","reptiles",NA,578,1769965.59478742,"medium"
"Alopoglossus_buckleyi","reptiles",NA,230,705026.204739704,"small"
"Alopoglossus_copii","reptiles",NA,82,252244.616365757,"supersmall"
"Ameiva_ameiva","reptiles",NA,3602,10842466.3376644,"superlarge"
"Amerotyphlops_brongersmianus","reptiles",NA,4535,13424926.267712,"superlarge"
"Amerotyphlops_minuisquamus","reptiles",NA,542,1665879.00813082,"medium"
"Amerotyphlops_reticulatus","reptiles",NA,3045,9242575.12765958,"superlarge"
"Amphisbaena_alba","reptiles",NA,3572,10772367.7754097,"superlarge"
"Amphisbaena_borelli","reptiles",NA,101,293900.597947963,"supersmall"
"Amphisbaena_brasiliana","reptiles",NA,315,960823.247640685,"small"
"Amphisbaena_camura","reptiles",NA,159,461505.468612723,"small"
"Amphisbaena_fuliginosa","reptiles",NA,2987,9084860.44508383,"superlarge"
"Amphisbaena_leeseri","reptiles",NA,416,1239333.60883849,"medium"
"Amphisbaena_silvestrii","reptiles",NA,296,880063.204426865,"small"
"Amphisbaena_vanzolini","reptiles",NA,176,541363.326640803,"small"
"Anilius_scytale","reptiles",NA,2523,7689057.60895667,"superlarge"
"Anolis_auratus","reptiles",NA,1007,3086048.0755624,"large"
"Anolis_bombiceps","reptiles",NA,196,602613.952835403,"small"
"Anolis_chrysolepis","reptiles",NA,202,620857.275013149,"small"
"Anolis_fuscoauratus","reptiles",NA,2721,8278674.44354558,"superlarge"
"Anolis_meridionalis","reptiles",NA,1014,3007251.92955414,"large"
"Anolis_ortonii","reptiles",NA,1571,4784782.20865138,"large"
"Anolis_punctatus","reptiles",NA,2026,6190397.73251107,"large"
"Anolis_scypheus","reptiles",NA,276,847030.365954557,"small"
"Anolis_tandai","reptiles",NA,608,1853680.1528242,"medium"
"Anolis_trachyderma","reptiles",NA,392,1202200.21668042,"small"
"Anolis_transversalis","reptiles",NA,709,2169524.39181914,"medium"
"Apostolepis_nigrolineatus","reptiles",NA,1045,3195444.61937061,"large"
"Apostolepis_nigroterminata","reptiles",NA,52,157286.837503063,"supersmall"
"Arthrosaura_reticulata","reptiles",NA,1606,4916597.81655829,"large"
"Atractus_albuquerquei","reptiles",NA,1165,3517981.31436022,"large"
"Atractus_alphonsehogei","reptiles",NA,821,2520105.57983852,"medium"
"Atractus_collaris","reptiles",NA,350,1075296.87800025,"small"
"Atractus_elaps","reptiles",NA,1098,3367543.98348417,"large"
"Atractus_emmeli","reptiles",NA,147,443766.225641397,"supersmall"
"Atractus_latifrons","reptiles",NA,1287,3929543.12488592,"large"
"Atractus_major","reptiles",NA,1531,4670800.96990909,"large"
"Atractus_natans","reptiles",NA,645,1979749.2688344,"medium"
"Atractus_poeppigi","reptiles",NA,314,962004.115471383,"small"
"Atractus_schach","reptiles",NA,1070,3283618.82005939,"large"
"Atractus_snethlageae","reptiles",NA,1806,5532866.49626931,"large"
"Atractus_torquatus","reptiles",NA,695,2134216.13119346,"medium"
"Atractus_trilineatus","reptiles",NA,286,876612.003674988,"small"
"Bachia_dorbignyi","reptiles",NA,377,1128918.28483093,"small"
"Bachia_flavescens","reptiles",NA,1190,3649563.10204508,"large"
"Bachia_peruana","reptiles",NA,51,154882.191451303,"supersmall"
"Bachia_trisanale","reptiles",NA,172,525999.432638466,"small"
"Boa_constrictor","reptiles",NA,4388,13180841.8091235,"superlarge"
"Bothrocophias_andianus","reptiles",NA,50,148715.746063504,"supersmall"
"Bothrocophias_hyoprora","reptiles",NA,1184,3613098.35868519,"large"
"Bothrocophias_microphthalmus","reptiles",NA,135,412207.405680107,"supersmall"
"Bothrops_atrox","reptiles",NA,2375,7257779.04260688,"large"
"Bothrops_bilineatus","reptiles",NA,2200,6699418.28080582,"large"
"Bothrops_brazili","reptiles",NA,1674,5129445.47898601,"large"
"Bothrops_mattogrossensis","reptiles",NA,1260,3717008.76751039,"large"
"Bothrops_taeniatus","reptiles",NA,1569,4810270.48357907,"large"
"Caiman_crocodilus","reptiles",NA,2664,8139012.75317427,"superlarge"
"Caiman_yacare","reptiles",NA,637,1858611.93770777,"medium"
"Cercosaura_argulus","reptiles",NA,1381,4216138.13938858,"large"
"Cercosaura_eigenmanni","reptiles",NA,481,1448822.53129291,"medium"
"Cercosaura_ocellata","reptiles",NA,2542,7668193.38256627,"superlarge"
"Cercosaura_parkeri","reptiles",NA,365,1077008.00431119,"small"
"Chatogekko_amazonicus","reptiles",NA,1072,3284888.45662385,"large"
"Chironius_carinatus","reptiles",NA,1720,5257227.35023625,"large"
"Chironius_exoletus","reptiles",NA,4149,12491608.9082085,"superlarge"
"Chironius_flavolineatus","reptiles",NA,2209,6610348.4237243,"large"
"Chironius_fuscus","reptiles",NA,2566,7795882.42899513,"superlarge"
"Chironius_laurenti","reptiles",NA,223,664514.013397004,"small"
"Chironius_maculoventris","reptiles",NA,359,1022704.96541956,"small"
"Chironius_monticola","reptiles",NA,103,313536.182927256,"supersmall"
"Chironius_multiventris","reptiles",NA,2283,6976956.43940435,"large"
"Chironius_scurrulus","reptiles",NA,2469,7527654.52245835,"large"
"Clelia_clelia","reptiles",NA,3746,11314922.8962962,"superlarge"
"Cnemidophorus_cryptus","reptiles",NA,576,1767033.1114972,"medium"
"Cnemidophorus_lemniscatus","reptiles",NA,1074,3298218.13200248,"large"
"Copeoglossum_nigropunctatum","reptiles",NA,3286,9935803.32286545,"superlarge"
"Corallus_batesii","reptiles",NA,2257,6888250.94166049,"large"
"Corallus_caninus","reptiles",NA,465,1428574.33431905,"medium"
"Corallus_hortulanus","reptiles",NA,3572,10792909.8223854,"superlarge"
"Crocodilurus_amazonicus","reptiles",NA,751,2303595.9080569,"medium"
"Crotalus_durissus","reptiles",NA,4422,13152489.8128778,"superlarge"
"Dendrophidion_brunneum","reptiles",NA,51,156390.681208708,"supersmall"
"Dendrophidion_dendrophis","reptiles",NA,2435,7436611.46699976,"large"
"Diploglossus_fasciatus","reptiles",NA,232,688527.89163807,"small"
"Dipsas_catesbyi","reptiles",NA,2019,6168111.6085339,"large"
"Dipsas_indica","reptiles",NA,2221,6758867.94053806,"large"
"Dipsas_pavonina","reptiles",NA,1804,5514486.40765803,"large"
"Dipsas_peruana","reptiles",NA,174,530134.377306807,"small"
"Dracaena_guianensis","reptiles",NA,777,2381468.0562832,"medium"
"Drepanoides_anomalus","reptiles",NA,1588,4850919.49774403,"large"
"Drymarchon_corais","reptiles",NA,3752,11332725.011115,"superlarge"
"Drymobius_rhombifer","reptiles",NA,2024,6185158.69378987,"large"
"Drymoluber_dichrous","reptiles",NA,2657,8084504.20566,"superlarge"
"Enyalioides_cofanorum","reptiles",NA,114,350420.414008294,"supersmall"
"Enyalioides_laticeps","reptiles",NA,650,1988943.8204194,"medium"
"Enyalioides_microlepis","reptiles",NA,118,362778.227753481,"supersmall"
"Enyalioides_palpebralis","reptiles",NA,196,596110.010010034,"small"
"Enyalius_leechii","reptiles",NA,472,1439440.33164522,"medium"
"Epicrates_cenchria","reptiles",NA,2730,8312305.19967156,"superlarge"
"Epicrates_crassus","reptiles",NA,1541,4559236.90125185,"large"
"Epictia_albifrons","reptiles",NA,431,1323666.15431847,"medium"
"Epictia_diaplocia","reptiles",NA,72,219122.497298718,"supersmall"
"Erythrolamprus_aesculapii","reptiles",NA,3661,11053454.1227728,"superlarge"
"Erythrolamprus_breviceps","reptiles",NA,1568,4800664.7982769,"large"
"Erythrolamprus_dorsocorallinus","reptiles",NA,317,972257.983525654,"small"
"Erythrolamprus_miliaris","reptiles",NA,3683,11067768.210308,"superlarge"
"Erythrolamprus_oligolepis","reptiles",NA,710,2179453.91815735,"medium"
"Erythrolamprus_pygmaea","reptiles",NA,777,2381983.70484643,"medium"
"Erythrolamprus_reginae","reptiles",NA,3818,11525570.7478483,"superlarge"
"Erythrolamprus_taeniogaster","reptiles",NA,1765,5373666.43984924,"large"
"Erythrolamprus_typhlus","reptiles",NA,3389,10230162.9736992,"superlarge"
"Eunectes_murinus","reptiles",NA,3574,10816895.6952849,"superlarge"
"Euspondylus_simonsii","reptiles",NA,64,195015.62444957,"supersmall"
"Exila_nigropalmata","reptiles",NA,94,284818.970582398,"supersmall"
"Gonatodes_annularis","reptiles",NA,290,890845.017900618,"small"
"Gonatodes_concinnatus","reptiles",NA,87,267421.090803068,"supersmall"
"Gonatodes_eladioi","reptiles",NA,83,253895.320187891,"supersmall"
"Gonatodes_hasemani","reptiles",NA,665,2016282.21789223,"medium"
"Gonatodes_humeralis","reptiles",NA,1974,6027556.66156966,"large"
"Gymnophthalmus_underwoodi","reptiles",NA,285,875864.551817768,"small"
"Helicops_angulatus","reptiles",NA,3360,10204617.2976377,"superlarge"
"Helicops_hagmanni","reptiles",NA,1132,3472112.78071303,"large"
"Helicops_leopardinus","reptiles",NA,2820,8529839.70570985,"superlarge"
"Helicops_pastazae","reptiles",NA,146,445693.938661048,"supersmall"
"Helicops_polylepis","reptiles",NA,1628,4940321.76806125,"large"
"Helicops_trivittatus","reptiles",NA,284,866893.128039473,"small"
"Hemidactylus_palaichthus","reptiles",NA,693,2127479.07589937,"medium"
"Hoplocercus_spinosus","reptiles",NA,1127,3387975.46892788,"large"
"Hydrodynastes_bicinctus","reptiles",NA,2205,6681253.7926136,"large"
"Hydrodynastes_gigas","reptiles",NA,2347,7037570.94539036,"large"
"Hydrops_martii","reptiles",NA,1298,3981997.33622185,"large"
"Hydrops_triangularis","reptiles",NA,2345,7164163.8059888,"large"
"Imantodes_cenchoa","reptiles",NA,4135,12458941.2651484,"superlarge"
"Imantodes_lentiferus","reptiles",NA,1773,5424289.79280092,"large"
"Iphisa_elegans","reptiles",NA,1606,4908493.42133647,"large"
"Kentropyx_altamazonica","reptiles",NA,1148,3495342.45964129,"large"
"Kentropyx_calcarata","reptiles",NA,1697,5178439.25216749,"large"
"Kentropyx_pelviceps","reptiles",NA,612,1868065.69550576,"medium"
"Kentropyx_vanzoi","reptiles",NA,277,822093.378700217,"small"
"Lachesis_muta","reptiles",NA,2569,7831278.63499032,"superlarge"
"Lepidoblepharis_heyerorum","reptiles",NA,684,2100522.1830625,"medium"
"Lepidoblepharis_hoogmoedi","reptiles",NA,58,177999.887031644,"supersmall"
"Leptodeira_annulata","reptiles",NA,4594,13772168.6150435,"superlarge"
"Leptomicrurus_collaris","reptiles",NA,623,1915000.48928766,"medium"
"Leptophis_ahaetulla","reptiles",NA,4482,13429874.0908421,"superlarge"
"Leptophis_cupreus","reptiles",NA,386,1185492.39107374,"small"
"Loxopholis_guianense","reptiles",NA,324,995660.507535587,"small"
"Loxopholis_osvaldoi","reptiles",NA,327,995467.807703355,"small"
"Loxopholis_parietalis","reptiles",NA,125,384211.656324799,"supersmall"
"Loxopholis_percarinatum","reptiles",NA,1187,3640224.23940327,"large"
"Loxopholis_snethlageae","reptiles",NA,170,521966.730815702,"small"
"Manciola_guaporicola","reptiles",NA,761,2251637.38374336,"medium"
"Mastigodryas_boddaerti","reptiles",NA,3362,10218748.0547528,"superlarge"
"Mastigodryas_pleei","reptiles",NA,2290,7006645.83178065,"large"
"Melanosuchus_niger","reptiles",NA,1931,5885561.86072185,"large"
"Micrablepharus_atticolus","reptiles",NA,707,2103019.04634975,"medium"
"Micrablepharus_maximiliani","reptiles",NA,1945,5833646.43634471,"large"
"Micrurus_albicinctus","reptiles",NA,367,1122857.14487059,"small"
"Micrurus_annellatus","reptiles",NA,550,1654555.8067545,"medium"
"Micrurus_averyi","reptiles",NA,91,279943.055781259,"supersmall"
"Micrurus_filiformis","reptiles",NA,1169,3583046.4319752,"large"
"Micrurus_hemprichii","reptiles",NA,1668,5110308.62128153,"large"
"Micrurus_langsdorffi","reptiles",NA,477,1463378.96131687,"medium"
"Micrurus_lemniscatus","reptiles",NA,3641,10972893.0256031,"superlarge"
"Micrurus_narduccii","reptiles",NA,245,746124.055326024,"small"
"Micrurus_nattereri","reptiles",NA,67,206034.118113473,"supersmall"
"Micrurus_obscurus","reptiles",NA,404,1232424.46940752,"medium"
"Micrurus_ornatissimus","reptiles",NA,116,356863.57927845,"supersmall"
"Micrurus_paraensis","reptiles",NA,1265,3862962.44896501,"large"
"Micrurus_psyches","reptiles",NA,245,751594.293009988,"small"
"Micrurus_remotus","reptiles",NA,318,975838.84349537,"small"
"Micrurus_scutiventris","reptiles",NA,347,1066733.74593697,"small"
"Micrurus_spixii","reptiles",NA,1601,4885729.0398042,"large"
"Micrurus_surinamensis","reptiles",NA,2236,6815924.26914345,"large"
"Neusticurus_bicarinatus","reptiles",NA,1212,3711570.19702841,"large"
"Neusticurus_rudis","reptiles",NA,441,1355105.98188506,"medium"
"Ninia_hudsoni","reptiles",NA,777,2374032.01716481,"medium"
"Oxybelis_aeneus","reptiles",NA,4236,12781697.7022494,"superlarge"
"Oxybelis_fulgidus","reptiles",NA,2750,8383894.07416981,"superlarge"
"Oxyrhopus_formosus","reptiles",NA,664,2021119.14992497,"medium"
"Oxyrhopus_melanogenys","reptiles",NA,2045,6254540.61572193,"large"
"Oxyrhopus_occipitalis","reptiles",NA,1328,4071064.78591171,"large"
"Oxyrhopus_petolarius","reptiles",NA,4191,12663131.5875379,"superlarge"
"Oxyrhopus_vanidicus","reptiles",NA,748,2296509.16706113,"medium"
"Paleosuchus_palpebrosus","reptiles",NA,3418,10347087.9985521,"superlarge"
