"Species","type","seasonality","PresencePoints","area_km2","class"
"Columbina_picui","birds","non_breeding",224,681377.04439762,"small"
"Conothraupis_speculigera","birds","non_breeding",153,465302.488678002,"small"
"Contopus_cooperi","birds","non_breeding",2771,8436807.41918619,"superlarge"
"Contopus_sordidulus","birds","non_breeding",1098,3352437.78571734,"large"
"Contopus_virens","birds","non_breeding",1678,5131901.58499489,"large"
"Coryphospingus_cucullatus","birds","non_breeding",288,859619.246917697,"small"
"Elaenia_albiceps","birds","non_breeding",3680,10737538.1078483,"superlarge"
"Elaenia_parvirostris","birds","non_breeding",2701,8204578.26505247,"superlarge"
"Elaenia_spectabilis","birds","non_breeding",1851,5641496.09875454,"large"
"Elaenia_strepera","birds","non_breeding",765,2334873.04664443,"medium"
"Empidonax_alnorum","birds","non_breeding",1116,3367284.27720035,"large"
"Empidonomus_varius","birds","non_breeding",841,2572039.65250743,"medium"
"Fluvicola_albiventer","birds","non_breeding",822,2493161.12383234,"medium"
"Griseotyrannus_aurantioatrocristatus","birds","non_breeding",1318,4027857.94681246,"large"
"Harpagus_diodon","birds","non_breeding",1694,5170899.69577581,"large"
"Hirundo_rustica","birds","non_breeding",6405,18461508.155064,"superlarge"
"Hymenops_perspicillatus","birds","non_breeding",387,1117935.39781545,"small"
"Inezia_inornata","birds","non_breeding",318,963293.385396702,"small"
"Muscisaxicola_albilora","birds","non_breeding",298,877995.321851016,"small"
"Muscisaxicola_flavinucha","birds","non_breeding",238,686636.546722134,"small"
"Myiarchus_swainsoni","birds","non_breeding",837,2559692.25887925,"medium"
"Myiodynastes_luteiventris","birds","non_breeding",459,1398765.72112586,"medium"
"Myiodynastes_solitarius","birds","non_breeding",1207,3704082.75081966,"large"
"Myiopagis_viridicata","birds","non_breeding",229,691321.668758632,"small"
"Oporornis_agilis","birds","non_breeding",1304,3977527.83892495,"large"
"Pheucticus_aureoventris","birds","non_breeding",380,1115765.03231635,"small"
"Piranga_olivacea","birds","non_breeding",726,2213074.44181358,"medium"
"Progne_elegans","birds","non_breeding",940,2865131.41384945,"medium"
"Progne_tapera","birds","non_breeding",2065,6313216.86244146,"large"
"Pseudocolopteryx_acutipennis","birds","non_breeding",375,1075090.58689625,"small"
"Pyrocephalus_rubinus","birds","non_breeding",2577,7569325.72814239,"superlarge"
"Satrapa_icterophrys","birds","non_breeding",477,1448223.85776904,"medium"
"Setophaga_cerulea","birds","non_breeding",348,1059872.64089634,"small"
"Setophaga_striata","birds","non_breeding",1360,4167108.26928998,"large"
"Sporophila_bouvronides","birds","non_breeding",1333,4086892.26929452,"large"
"Sporophila_caerulescens","birds","non_breeding",979,2972520.33843141,"medium"
"Sporophila_lineola","birds","non_breeding",3064,9295729.34481619,"superlarge"
"Sporophila_luctuosa","birds","non_breeding",193,589136.952837946,"small"
"Sublegatus_modestus","birds","non_breeding",246,744148.298662173,"small"
"Suiriri_suiriri","birds","non_breeding",97,286968.190315061,"supersmall"
"Tachycineta_leucorrhoa","birds","non_breeding",447,1352078.65328915,"medium"
"Tangara_sayaca","birds","non_breeding",57,171193.255904101,"supersmall"
"Tringa_solitaria","birds","non_breeding",5455,16187371.9571678,"superlarge"
"Turdus_amaurochalinus","birds","non_breeding",1488,4481098.26093596,"large"
"Turdus_nigriceps","birds","non_breeding",109,329590.694430728,"supersmall"
"Tyrannus_albogularis","birds","non_breeding",812,2484206.59916744,"medium"
"Tyrannus_savana","birds","non_breeding",1763,5396315.76860489,"large"
"Tyrannus_tyrannus","birds","non_breeding",1535,4572456.26422946,"large"
"Vireo_altiloquus","birds","non_breeding",1505,4611680.043092,"large"
"Vireo_flavoviridis","birds","non_breeding",643,1956224.23094969,"medium"
"Vireo_olivaceus","birds","non_breeding",3763,11320305.4146103,"superlarge"
